row_kind,sessions,sigma_l_arm,power_scale_arm,form,m2,depletion_cycles,propagation,peak,w0_um,w0_err_parabola_um,bound_kind,w0_bound95_um,w0_lo_um,w0_hi_um,w0_lo_overdispersed_um,w0_hi_overdispersed_um,w0_shift_um,chi2,dchi2,chi2_red,n_eff,n_traces,start_spread_chi2,chi2_red_by_session,session_verdicts,nfev,beta_rel,beta_rel_err_hessian,sigma_l_shared,sigma_l_shared_err_hessian,sigma_l_P,sigma_l_P_err_hessian,sigma_l_T,sigma_l_T_err_hessian,sigma_l_E,sigma_l_E_err_hessian,sigma_l_M,sigma_l_M_err_hessian,sigma_l_Q,sigma_l_Q_err_hessian,omega_scale,omega_scale_err_hessian,gamma_l,gamma_l_err_hessian,lograte_E_4121,lograte_E_4121_err_hessian,lograte_E_4154,lograte_E_4154_err_hessian,lograte_E_4192,lograte_E_4192_err_hessian,lograte_E_4207,lograte_E_4207_err_hessian,power_scale_P,power_scale_P_err_hessian,power_scale_T,power_scale_T_err_hessian,power_scale_E,power_scale_E_err_hessian,power_scale_M,power_scale_M_err_hessian,power_scale_Q,power_scale_Q_err_hessian,beta_khz_per_1e12,beta_err_khz_hessian,beta_pull_vs_theory_hessian,beta_fixed_rel,dchi2_beta_0,dchi2_beta_theory,dchi2_beta_5x,dchi2_beta_20x,beta_profile_1sigma_hi_khz,beta_profile_ub95_khz,omega_scale_pull,s0_225_mhz,omega_225_mhz,transit_130_mhz,transit_130_depleted_mhz,z_ratio,licensed,w0_licence_edge_um,power_ratio_pred,power_ratio_pred_fitted_omega,power_ratio_meas,power_ratio_bar,power_arm_pull,power_arm_refused,power_arm_pooled_pull,power_arm_pooled_refused,power_lo_w,power_hi_w,width_slope_per_w,width_slope_err_lsq_per_w,width_slope_sign,noise_a_v,noise_b_v,noise_tau_int,at_bound,seconds,note,status
beta_profile,PT,session,False,lorentzian,1,0,,,48,,,,,,,,,76000,67,0.89,86000,159,0.0042,P:0.901 T:0.871,"P:WING-LAW(core +0, wing -19) T:WING-LAW(core -5, wing -14)",168,0,,,,0.49,,0.46,,,,,,,,0.030,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,-4.8,0.64,0.024,1.3,1.3,0.46,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,45,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,48,,,,,,,,,76000,1.7,0.89,86000,159,0.0042,P:0.901 T:0.871,"P:WING-LAW(core +0, wing -19) T:WING-LAW(core -5, wing -14)",168,1.0,,,,0.39,,0.44,,,,,,,,0.031,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,-4.8,0.64,0.025,1.3,1.3,0.46,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,45,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,48,,,,,,,,,81000,5000,0.89,86000,159,0.0042,P:0.901 T:0.871,"P:WING-LAW(core +0, wing -19) T:WING-LAW(core -5, wing -14)",168,5.0,,,,0.20,,0.35,,,,,,,,0.0045,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-5.0,0.64,0.0036,1.3,1.3,0.46,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,45,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,48,,,,,,,,,260000,180000,0.89,86000,159,0.0042,P:0.901 T:0.871,"P:WING-LAW(core +0, wing -19) T:WING-LAW(core -5, wing -14)",168,20,,,,0.20,,0.20,,,,,,,,0.0018,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.64,0.0014,1.3,1.3,0.46,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,45,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,lorentzian,1,0,,,50,,,,,,,,,76000,150,0.89,86000,159,0.0079,P:0.903 T:0.870,"P:WING-LAW(core +1, wing -19) T:WING-LAW(core -5, wing -14)",150,0.865,0.034,,,0.4645,0.0037,0.498,0.012,,,,,,,0.035,0.038,0,,,,,,,,,,,,,,,,,,,,3.03,0.12,-1.2,,67,1.6,3300,170000,3.3,3.5,-4.8,0.59,0.026,1.2,1.2,0.43,True,40,1.0360,1.0032,0.9956,0.0188,2.2,True,2.2,True,,,,,,,,,,49,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.427 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.2256 to 1.2256 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +2.16, pooled over 1 sessions refused at pull +2.16. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.003 MHz",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,50,,,,,,,,,76000,67,0.89,86000,159,0.0079,P:0.903 T:0.870,"P:WING-LAW(core +1, wing -19) T:WING-LAW(core -5, wing -14)",150,0,,,,0.55,,0.52,,,,,,,,0.034,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,-4.8,0.59,0.025,1.2,1.2,0.43,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,49,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,50,,,,,,,,,76000,1.6,0.89,86000,159,0.0079,P:0.903 T:0.870,"P:WING-LAW(core +1, wing -19) T:WING-LAW(core -5, wing -14)",150,1.0,,,,0.45,,0.50,,,,,,,,0.039,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,-4.8,0.59,0.029,1.2,1.2,0.43,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,49,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,50,,,,,,,,,79000,3300,0.89,86000,159,0.0079,P:0.903 T:0.870,"P:WING-LAW(core +1, wing -19) T:WING-LAW(core -5, wing -14)",150,5.0,,,,0.20,,0.41,,,,,,,,0.011,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-4.9,0.59,0.0084,1.2,1.2,0.43,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,49,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,50,,,,,,,,,250000,170000,0.89,86000,159,0.0079,P:0.903 T:0.870,"P:WING-LAW(core +1, wing -19) T:WING-LAW(core -5, wing -14)",150,20,,,,0.20,,0.20,,,,,,,,0.00076,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.59,0.00056,1.2,1.2,0.43,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,49,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,lorentzian,1,0,,,52,,,,,,,,,76000,330,0.90,86000,159,0.0020,P:0.906 T:0.869,"P:WING-LAW(core +1, wing -18) T:WING-LAW(core -5, wing -14)",144,0.871,0.034,,,0.5215,0.0037,0.553,0.012,,,,,,,0.043,0.041,0,,,,,,,,,,,,,,,,,,,,3.05,0.12,-1.2,,67,1.6,2300,170000,3.3,3.5,-4.8,0.55,0.029,1.2,1.2,0.39,True,40,1.0311,1.0029,0.9956,0.0188,1.9,True,1.9,True,,,,,,,,,,54,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.395 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.1784 to 1.1784 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +1.90, pooled over 1 sessions refused at pull +1.90. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.001 MHz",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,52,,,,,,,,,76000,67,0.90,86000,159,0.0020,P:0.906 T:0.869,"P:WING-LAW(core +1, wing -18) T:WING-LAW(core -5, wing -14)",144,0,,,,0.61,,0.57,,,,,,,,0.041,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,-4.8,0.55,0.028,1.2,1.2,0.39,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,54,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,52,,,,,,,,,76000,1.6,0.90,86000,159,0.0020,P:0.906 T:0.869,"P:WING-LAW(core +1, wing -18) T:WING-LAW(core -5, wing -14)",144,1.0,,,,0.51,,0.55,,,,,,,,0.042,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,-4.8,0.55,0.029,1.2,1.2,0.39,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,54,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,52,,,,,,,,,78000,2300,0.90,86000,159,0.0020,P:0.906 T:0.869,"P:WING-LAW(core +1, wing -18) T:WING-LAW(core -5, wing -14)",144,5.0,,,,0.20,,0.46,,,,,,,,0.011,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-4.9,0.55,0.0075,1.2,1.2,0.39,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,54,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,52,,,,,,,,,240000,170000,0.90,86000,159,0.0020,P:0.906 T:0.869,"P:WING-LAW(core +1, wing -18) T:WING-LAW(core -5, wing -14)",144,20,,,,0.20,,0.21,,,,,,,,0.00088,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.55,0.00060,1.2,1.2,0.39,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,54,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,lorentzian,1,0,,,54,,,,,,,,,76000,540,0.90,86000,159,0.00034,P:0.910 T:0.868,"P:WING-LAW(core +2, wing -18) T:WING-LAW(core -5, wing -14)",138,0.870,0.034,,,0.5737,0.0037,0.602,0.012,,,,,,,0.050,0.044,0,,,,,,,,,,,,,,,,,,,,3.04,0.12,-1.2,,67,1.5,1700,160000,3.3,3.5,-4.7,0.51,0.032,1.1,1.1,0.37,True,40,1.0271,1.0026,0.9956,0.0188,1.7,True,1.7,True,,,,,,,,,,55,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.366 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.1348 to 1.1348 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +1.68, pooled over 1 sessions refused at pull +1.68. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.001 MHz",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,54,,,,,,,,,76000,67,0.90,86000,159,0.00034,P:0.910 T:0.868,"P:WING-LAW(core +2, wing -18) T:WING-LAW(core -5, wing -14)",138,0,,,,0.66,,0.62,,,,,,,,0.049,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,-4.8,0.51,0.031,1.1,1.1,0.37,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,55,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,54,,,,,,,,,76000,1.5,0.90,86000,159,0.00034,P:0.910 T:0.868,"P:WING-LAW(core +2, wing -18) T:WING-LAW(core -5, wing -14)",138,1.0,,,,0.56,,0.60,,,,,,,,0.049,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,-4.8,0.51,0.031,1.1,1.1,0.37,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,55,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,54,,,,,,,,,78000,1700,0.90,86000,159,0.00034,P:0.910 T:0.868,"P:WING-LAW(core +2, wing -18) T:WING-LAW(core -5, wing -14)",138,5.0,,,,0.20,,0.51,,,,,,,,0.023,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-4.9,0.51,0.014,1.1,1.1,0.37,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,55,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,54,,,,,,,,,240000,160000,0.90,86000,159,0.00034,P:0.910 T:0.868,"P:WING-LAW(core +2, wing -18) T:WING-LAW(core -5, wing -14)",138,20,,,,0.20,,0.22,,,,,,,,0.00091,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.51,0.00057,1.1,1.1,0.37,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,55,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,lorentzian,1,0,,,56,,,,,,,,,77000,790,0.90,86000,159,0.0013,P:0.915 T:0.868,"P:WING-LAW(core +3, wing -18) T:WING-LAW(core -5, wing -14)",144,0.871,0.034,,,0.6211,0.0037,0.646,0.012,,,,,,,0.056,0.047,0,,,,,,,,,,,,,,,,,,,,3.04,0.12,-1.2,,68,1.5,1500,150000,3.3,3.5,-4.7,0.47,0.033,1.1,1.1,0.34,True,40,1.0236,1.0023,0.9956,0.0188,1.5,True,1.5,True,,,,,,,,,,60,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.340 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.0943 to 1.0943 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +1.50, pooled over 1 sessions refused at pull +1.50. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.002 MHz",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,56,,,,,,,,,77000,68,0.90,86000,159,0.0013,P:0.915 T:0.868,"P:WING-LAW(core +3, wing -18) T:WING-LAW(core -5, wing -14)",144,0,,,,0.71,,0.67,,,,,,,,0.057,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,-4.7,0.47,0.034,1.1,1.1,0.34,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,60,"beta_self pinned at 0 times theory (0.00 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,56,,,,,,,,,77000,1.5,0.90,86000,159,0.0013,P:0.915 T:0.868,"P:WING-LAW(core +3, wing -18) T:WING-LAW(core -5, wing -14)",144,1.0,,,,0.61,,0.64,,,,,,,,0.058,,0,,,,,,,,,,,,,,,,,,,,3.5,,,1.0,,,,,,,-4.7,0.47,0.034,1.1,1.1,0.34,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,60,"beta_self pinned at 1 times theory (3.50 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,56,,,,,,,,,78000,1500,0.90,86000,159,0.0013,P:0.915 T:0.868,"P:WING-LAW(core +3, wing -18) T:WING-LAW(core -5, wing -14)",144,5.0,,,,0.20,,0.55,,,,,,,,0.052,,0,,,,,,,,,,,,,,,,,,,,17,,,5.0,,,,,,,-4.7,0.47,0.030,1.1,1.1,0.34,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,60,"beta_self pinned at 5 times theory (17.49 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
beta_profile,PT,session,False,lorentzian,1,0,,,56,,,,,,,,,230000,150000,0.90,86000,159,0.0013,P:0.915 T:0.868,"P:WING-LAW(core +3, wing -18) T:WING-LAW(core -5, wing -14)",144,20,,,,0.20,,0.26,,,,,,,,0.0033,,0,,,,,,,,,,,,,,,,,,,,70,,,20,,,,,,,-5.0,0.47,0.0019,1.1,1.1,0.34,True,40,,,0.9956,0.0188,,False,,False,,,,,,,,,,60,"beta_self pinned at 20 times theory (69.94 kHz per 1e12 cm^-3) with everything else refit warm from the free minimum at this waist: dchi2 is against the free minimum, and the dchi2_beta columns of the grid row read every point against the lowest of the free and the fixed fits. the summary reads the profile these rows make and never a Hessian bar at a rail",DIAGNOSTIC
grid,PT,session,False,lorentzian,1,0,,,58,,,,,,,,,77000,1100,0.90,86000,159,0.037,P:0.919 T:0.867,"P:WING-LAW(core +4, wing -17) T:WING-LAW(core -5, wing -14)",144,0.878,0.034,,,0.6638,0.0037,0.687,0.012,,,,,,,0.067,0.050,0,,,,,,,,,,,,,,,,,,,,3.07,0.12,-1.1,,68,1.5,1500,150000,3.4,3.5,-4.7,0.44,0.036,1.1,1.1,0.32,True,40,1.0207,1.0021,0.9956,0.0188,1.3,True,1.3,True,,,,,,,,,,56,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.317 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.0565 to 1.0565 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +1.34, pooled over 1 sessions refused at pull +1.34. centres profiled per trace and re-profiled after each inner fit, outer passes [1, 1], last centre move 0.002 MHz",DIAGNOSTIC
